Course System No.,Section,Selected Student No.,The No. of applicants,Limited class size
13.145, ,20210327,46,30
13.145, ,20210672,46,30
13.145, ,20210719,46,30
13.145, ,20210733,46,30
13.145, ,20214902,46,30
13.145, ,20214903,46,30
13.145, ,20214904,46,30
13.151,A,20170876,19,12
13.151,A,20190754,19,12
13.151,A,20190883,19,12
13.151,A,20200731,19,12
13.151,A,20200797,19,12
13.151,A,20200809,19,12
13.151,A,20200835,19,12
13.151,A,20200847,19,12
13.151,A,20200865,19,12
13.151,A,20210723,19,12
13.151,A,20210732,19,12
13.151,A,20210734,19,12
13.151,B,20200729,16,12
13.151,B,20200807,16,12
13.151,B,20200833,16,12
13.151,B,20200839,16,12
13.151,B,20200843,16,12
13.151,B,20200844,16,12
13.151,B,20200873,16,12
13.151,B,20200882,16,12
13.151,B,20210712,16,12
13.151,B,20210714,16,12
13.151,B,20210718,16,12
13.151,B,20210729,16,12
13.151,C,20190745,17,12
13.151,C,20190748,17,12
13.151,C,20190772,17,12
13.151,C,20190776,17,12
13.151,C,20190796,17,12
13.151,C,20200805,17,12
13.151,C,20200819,17,12
13.151,C,20200829,17,12
13.151,C,20200832,17,12
13.151,C,20200868,17,12
13.151,C,20200885,17,12
13.151,C,20210728,17,12
13.152,B,20170900,20,12
13.152,B,20180878,20,12
13.152,B,20180952,20,12
13.152,B,20190775,20,12
13.152,B,20190778,20,12
13.152,B,20190782,20,12
13.152,B,20190872,20,12
13.152,B,20200725,20,12
13.152,B,20200841,20,12
13.152,B,20200859,20,12
13.152,B,20200869,20,12
13.152,B,20200875,20,12
13.226, ,20140023,90,30
13.226, ,20150536,90,30
13.226, ,20150606,90,30
13.226, ,20150626,90,30
13.226, ,20150781,90,30
13.226, ,20160406,90,30
13.226, ,20160676,90,30
13.226, ,20170184,90,30
13.226, ,20170275,90,30
13.226, ,20170734,90,30
13.226, ,20170794,90,30
13.226, ,20170821,90,30
13.226, ,20180156,90,30
13.226, ,20180288,90,30
13.226, ,20180409,90,30
13.226, ,20180542,90,30
13.226, ,20180547,90,30
13.226, ,20180552,90,30
13.226, ,20180564,90,30
13.226, ,20180657,90,30
13.226, ,20190063,90,30
13.226, ,20190116,90,30
13.226, ,20190189,90,30
13.226, ,20190191,90,30
13.226, ,20190390,90,30
13.226, ,20190414,90,30
13.226, ,20190855,90,30
13.226, ,20200551,90,30
13.226, ,20200559,90,30
13.226, ,20200664,90,30
13.252, ,20150237,90,30
13.252, ,20160117,90,30
13.252, ,20160545,90,30
13.252, ,20160685,90,30
13.252, ,20170232,90,30
13.252, ,20170684,90,30
13.252, ,20170763,90,30
13.252, ,20180003,90,30
13.252, ,20180348,90,30
13.252, ,20180456,90,30
13.252, ,20180711,90,30
13.252, ,20180858,90,30
13.252, ,20190046,90,30
13.252, ,20190598,90,30
13.252, ,20200037,90,30
13.252, ,20200054,90,30
13.252, ,20200107,90,30
13.252, ,20200119,90,30
13.252, ,20200248,90,30
13.252, ,20200344,90,30
13.252, ,20200362,90,30
13.252, ,20200483,90,30
13.252, ,20200585,90,30
13.252, ,20200645,90,30
13.252, ,20200690,90,30
13.252, ,20200704,90,30
13.252, ,20200761,90,30
13.252, ,20200829,90,30
13.252, ,20210554,90,30
13.252, ,20210597,90,30
13.256, ,20130593,55,30
13.256, ,20140040,55,30
13.256, ,20140515,55,30
13.256, ,20150225,55,30
13.256, ,20150597,55,30
13.256, ,20150699,55,30
13.256, ,20160557,55,30
13.256, ,20170085,55,30
13.256, ,20170288,55,30
13.256, ,20170427,55,30
13.256, ,20180006,55,30
13.256, ,20180046,55,30
13.256, ,20180087,55,30
13.256, ,20180206,55,30
13.256, ,20180379,55,30
13.256, ,20180423,55,30
13.256, ,20180564,55,30
13.256, ,20180656,55,30
13.256, ,20180710,55,30
13.256, ,20190033,55,30
13.256, ,20190067,55,30
13.256, ,20190508,55,30
13.256, ,20190617,55,30
13.256, ,20190669,55,30
13.256, ,20200063,55,30
13.256, ,20200087,55,30
13.256, ,20200462,55,30
13.256, ,20210225,55,30
13.256, ,20210324,55,30
13.256, ,20210644,55,30
13.311, ,20120633,72,30
13.311, ,20140402,72,30
13.311, ,20150233,72,30
13.311, ,20160406,72,30
13.311, ,20170229,72,30
13.311, ,20170286,72,30
13.311, ,20170429,72,30
13.311, ,20180046,72,30
13.311, ,20180145,72,30
13.311, ,20180156,72,30
13.311, ,20180561,72,30
13.311, ,20180577,72,30
13.311, ,20180592,72,30
13.311, ,20190249,72,30
13.311, ,20190378,72,30
13.311, ,20190464,72,30
13.311, ,20190484,72,30
13.311, ,20190491,72,30
13.311, ,20190547,72,30
13.311, ,20190637,72,30
13.311, ,20200029,72,30
13.311, ,20200152,72,30
13.311, ,20200168,72,30
13.311, ,20200187,72,30
13.311, ,20200472,72,30
13.311, ,20200561,72,30
13.311, ,20200567,72,30
13.311, ,20200651,72,30
13.311, ,20210131,72,30
13.311, ,20210284,72,30
13.317,A,20120355,36,30
13.317,A,20150369,36,30
13.317,A,20150602,36,30
13.317,A,20160071,36,30
13.317,A,20160469,36,30
13.317,A,20170155,36,30
13.317,A,20170371,36,30
13.317,A,20170462,36,30
13.317,A,20180039,36,30
13.317,A,20180080,36,30
13.317,A,20180415,36,30
13.317,A,20180514,36,30
13.317,A,20180552,36,30
13.317,A,20180610,36,30
13.317,A,20180719,36,30
13.317,A,20190114,36,30
13.317,A,20190144,36,30
13.317,A,20190241,36,30
13.317,A,20190387,36,30
13.317,A,20190398,36,30
13.317,A,20190596,36,30
13.317,A,20200112,36,30
13.317,A,20200254,36,30
13.317,A,20200291,36,30
13.317,A,20200418,36,30
13.317,A,20200533,36,30
13.317,A,20200621,36,30
13.317,A,20200665,36,30
13.317,A,20210269,36,30
13.317,A,20210401,36,30
13.317,B,20150630,45,30
13.317,B,20160247,45,30
13.317,B,20160552,45,30
13.317,B,20160607,45,30
13.317,B,20170126,45,30
13.317,B,20170609,45,30
13.317,B,20180218,45,30
13.317,B,20180248,45,30
13.317,B,20180364,45,30
13.317,B,20180440,45,30
13.317,B,20180705,45,30
13.317,B,20190104,45,30
13.317,B,20190167,45,30
13.317,B,20190539,45,30
13.317,B,20190610,45,30
13.317,B,20190624,45,30
13.317,B,20190827,45,30
13.317,B,20200002,45,30
13.317,B,20200014,45,30
13.317,B,20200077,45,30
13.317,B,20200256,45,30
13.317,B,20200307,45,30
13.317,B,20200449,45,30
13.317,B,20200522,45,30
13.317,B,20200551,45,30
13.317,B,20200616,45,30
13.317,B,20200696,45,30
13.317,B,20210130,45,30
13.317,B,20210199,45,30
13.317,B,20210707,45,30
13.318, ,20150781,113,30
13.318, ,20160167,113,30
13.318, ,20160310,113,30
13.318, ,20160525,113,30
13.318, ,20160692,113,30
13.318, ,20170007,113,30
13.318, ,20170134,113,30
13.318, ,20170340,113,30
13.318, ,20170808,113,30
13.318, ,20170829,113,30
13.318, ,20180342,113,30
13.318, ,20180703,113,30
13.318, ,20180847,113,30
13.318, ,20190158,113,30
13.318, ,20190439,113,30
13.318, ,20190693,113,30
13.318, ,20190715,113,30
13.318, ,20200161,113,30
13.318, ,20200198,113,30
13.318, ,20200431,113,30
13.318, ,20200439,113,30
13.318, ,20200633,113,30
13.318, ,20200726,113,30
13.318, ,20200833,113,30
13.318, ,20210040,113,30
13.318, ,20210095,113,30
13.318, ,20210453,113,30
13.318, ,20210469,113,30
13.318, ,20210482,113,30
13.318, ,20210707,113,30
13.321, ,20130061,33,30
13.321, ,20150063,33,30
13.321, ,20150283,33,30
13.321, ,20150699,33,30
13.321, ,20150903,33,30
13.321, ,20160289,33,30
13.321, ,20170156,33,30
13.321, ,20170437,33,30
13.321, ,20170484,33,30
13.321, ,20170543,33,30
13.321, ,20170604,33,30
13.321, ,20170705,33,30
13.321, ,20180006,33,30
13.321, ,20180069,33,30
13.321, ,20180181,33,30
13.321, ,20180249,33,30
13.321, ,20180471,33,30
13.321, ,20190130,33,30
13.321, ,20190426,33,30
13.321, ,20190496,33,30
13.321, ,20190807,33,30
13.321, ,20190826,33,30
13.321, ,20200012,33,30
13.321, ,20200014,33,30
13.321, ,20200176,33,30
13.321, ,20200277,33,30
13.321, ,20200530,33,30
13.321, ,20200597,33,30
13.321, ,20200678,33,30
13.321, ,20200709,33,30
13.328, ,20150028,139,40
13.328, ,20150580,139,40
13.328, ,20160122,139,40
13.328, ,20160144,139,40
13.328, ,20160182,139,40
13.328, ,20160208,139,40
13.328, ,20160403,139,40
13.328, ,20160502,139,40
13.328, ,20160728,139,40
13.328, ,20160798,139,40
13.328, ,20170103,139,40
13.328, ,20170467,139,40
13.328, ,20170543,139,40
13.328, ,20170656,139,40
13.328, ,20170815,139,40
13.328, ,20170867,139,40
13.328, ,20170869,139,40
13.328, ,20180195,139,40
13.328, ,20180264,139,40
13.328, ,20180375,139,40
13.328, ,20180570,139,40
13.328, ,20180659,139,40
13.328, ,20180710,139,40
13.328, ,20180738,139,40
13.328, ,20180751,139,40
13.328, ,20180847,139,40
13.328, ,20180884,139,40
13.328, ,20190114,139,40
13.328, ,20190134,139,40
13.328, ,20190288,139,40
13.328, ,20190319,139,40
13.328, ,20190522,139,40
13.328, ,20190708,139,40
13.328, ,20190757,139,40
13.328, ,20190771,139,40
13.328, ,20200420,139,40
13.328, ,20200798,139,40
13.328, ,20200807,139,40
13.328, ,20210346,139,40
13.328, ,20210619,139,40
13.59,A,20204791,4,3
13.59,A,20205438,4,3
13.59,A,20218162,4,3
20.142,B,20150229,101,100
20.142,B,20150780,101,100
20.142,B,20160528,101,100
20.142,B,20170255,101,100
20.142,B,20170784,101,100
20.142,B,20190722,101,100
20.142,B,20190763,101,100
20.142,B,20200067,101,100
20.142,B,20200187,101,100
20.142,B,20200729,101,100
20.142,B,20210005,101,100
20.142,B,20210013,101,100
20.142,B,20210015,101,100
20.142,B,20210025,101,100
20.142,B,20210028,101,100
20.142,B,20210036,101,100
20.142,B,20210050,101,100
20.142,B,20210064,101,100
20.142,B,20210074,101,100
20.142,B,20210084,101,100
20.142,B,20210088,101,100
20.142,B,20210097,101,100
20.142,B,20210110,101,100
20.142,B,20210111,101,100
20.142,B,20210138,101,100
20.142,B,20210140,101,100
20.142,B,20210143,101,100
20.142,B,20210147,101,100
20.142,B,20210168,101,100
20.142,B,20210169,101,100
20.142,B,20210184,101,100
20.142,B,20210191,101,100
20.142,B,20210193,101,100
20.142,B,20210196,101,100
20.142,B,20210197,101,100
20.142,B,20210231,101,100
20.142,B,20210236,101,100
20.142,B,20210249,101,100
20.142,B,20210252,101,100
20.142,B,20210265,101,100
20.142,B,20210272,101,100
20.142,B,20210280,101,100
20.142,B,20210290,101,100
20.142,B,20210293,101,100
20.142,B,20210294,101,100
20.142,B,20210307,101,100
20.142,B,20210328,101,100
20.142,B,20210335,101,100
20.142,B,20210344,101,100
20.142,B,20210351,101,100
20.142,B,20210356,101,100
20.142,B,20210359,101,100
20.142,B,20210363,101,100
20.142,B,20210370,101,100
20.142,B,20210372,101,100
20.142,B,20210379,101,100
20.142,B,20210381,101,100
20.142,B,20210389,101,100
20.142,B,20210398,101,100
20.142,B,20210417,101,100
20.142,B,20210438,101,100
20.142,B,20210439,101,100
20.142,B,20210440,101,100
20.142,B,20210444,101,100
20.142,B,20210447,101,100
20.142,B,20210450,101,100
20.142,B,20210472,101,100
20.142,B,20210477,101,100
20.142,B,20210479,101,100
20.142,B,20210493,101,100
20.142,B,20210499,101,100
20.142,B,20210510,101,100
20.142,B,20210521,101,100
20.142,B,20210527,101,100
20.142,B,20210541,101,100
20.142,B,20210542,101,100
20.142,B,20210555,101,100
20.142,B,20210562,101,100
20.142,B,20210563,101,100
20.142,B,20210571,101,100
20.142,B,20210580,101,100
20.142,B,20210608,101,100
20.142,B,20210626,101,100
20.142,B,20210637,101,100
20.142,B,20210651,101,100
20.142,B,20210656,101,100
20.142,B,20210672,101,100
20.142,B,20210688,101,100
20.142,B,20210689,101,100
20.142,B,20210692,101,100
20.142,B,20210693,101,100
20.142,B,20210703,101,100
20.142,B,20210705,101,100
20.142,B,20210707,101,100
20.142,B,20210709,101,100
20.142,B,20210712,101,100
20.142,B,20210728,101,100
20.142,B,20210730,101,100
20.142,B,20210731,101,100
20.142,B,20210733,101,100
20.142,C,20160420,246,100
20.142,C,20160764,246,100
20.142,C,20170182,246,100
20.142,C,20180174,246,100
20.142,C,20180648,246,100
20.142,C,20190416,246,100
20.142,C,20200012,246,100
20.142,C,20200749,246,100
20.142,C,20200753,246,100
20.142,C,20210018,246,100
20.142,C,20210045,246,100
20.142,C,20210061,246,100
20.142,C,20210065,246,100
20.142,C,20210073,246,100
20.142,C,20210092,246,100
20.142,C,20210098,246,100
20.142,C,20210113,246,100
20.142,C,20210124,246,100
20.142,C,20210128,246,100
20.142,C,20210132,246,100
20.142,C,20210135,246,100
20.142,C,20210137,246,100
20.142,C,20210149,246,100
20.142,C,20210150,246,100
20.142,C,20210159,246,100
20.142,C,20210164,246,100
20.142,C,20210170,246,100
20.142,C,20210177,246,100
20.142,C,20210178,246,100
20.142,C,20210182,246,100
20.142,C,20210198,246,100
20.142,C,20210207,246,100
20.142,C,20210211,246,100
20.142,C,20210216,246,100
20.142,C,20210224,246,100
20.142,C,20210227,246,100
20.142,C,20210229,246,100
20.142,C,20210230,246,100
20.142,C,20210245,246,100
20.142,C,20210256,246,100
20.142,C,20210263,246,100
20.142,C,20210267,246,100
20.142,C,20210321,246,100
20.142,C,20210340,246,100
20.142,C,20210347,246,100
20.142,C,20210349,246,100
20.142,C,20210364,246,100
20.142,C,20210367,246,100
20.142,C,20210371,246,100
20.142,C,20210378,246,100
20.142,C,20210383,246,100
20.142,C,20210392,246,100
20.142,C,20210395,246,100
20.142,C,20210400,246,100
20.142,C,20210405,246,100
20.142,C,20210407,246,100
20.142,C,20210408,246,100
20.142,C,20210409,246,100
20.142,C,20210410,246,100
20.142,C,20210422,246,100
20.142,C,20210423,246,100
20.142,C,20210436,246,100
20.142,C,20210449,246,100
20.142,C,20210455,246,100
20.142,C,20210458,246,100
20.142,C,20210464,246,100
20.142,C,20210467,246,100
20.142,C,20210470,246,100
20.142,C,20210475,246,100
20.142,C,20210476,246,100
20.142,C,20210492,246,100
20.142,C,20210494,246,100
20.142,C,20210502,246,100
20.142,C,20210506,246,100
20.142,C,20210512,246,100
20.142,C,20210525,246,100
20.142,C,20210528,246,100
20.142,C,20210540,246,100
20.142,C,20210557,246,100
20.142,C,20210572,246,100
20.142,C,20210575,246,100
20.142,C,20210598,246,100
20.142,C,20210599,246,100
20.142,C,20210600,246,100
20.142,C,20210602,246,100
20.142,C,20210606,246,100
20.142,C,20210611,246,100
20.142,C,20210613,246,100
20.142,C,20210614,246,100
20.142,C,20210619,246,100
20.142,C,20210623,246,100
20.142,C,20210633,246,100
20.142,C,20210636,246,100
20.142,C,20210655,246,100
20.142,C,20210658,246,100
20.142,C,20210669,246,100
20.142,C,20210671,246,100
20.142,C,20210676,246,100
20.142,C,20210678,246,100
20.142,C,20210684,246,100
20.142,D,20160661,120,100
20.142,D,20170070,120,100
20.142,D,20170291,120,100
20.142,D,20170524,120,100
20.142,D,20180048,120,100
20.142,D,20180080,120,100
20.142,D,20180187,120,100
20.142,D,20180402,120,100
20.142,D,20180592,120,100
20.142,D,20190316,120,100
20.142,D,20190325,120,100
20.142,D,20190562,120,100
20.142,D,20190883,120,100
20.142,D,20200156,120,100
20.142,D,20200470,120,100
20.142,D,20200561,120,100
20.142,D,20200857,120,100
20.142,D,20210020,120,100
20.142,D,20210027,120,100
20.142,D,20210029,120,100
20.142,D,20210041,120,100
20.142,D,20210048,120,100
20.142,D,20210052,120,100
20.142,D,20210070,120,100
20.142,D,20210075,120,100
20.142,D,20210083,120,100
20.142,D,20210093,120,100
20.142,D,20210100,120,100
20.142,D,20210109,120,100
20.142,D,20210112,120,100
20.142,D,20210126,120,100
20.142,D,20210136,120,100
20.142,D,20210142,120,100
20.142,D,20210144,120,100
20.142,D,20210166,120,100
20.142,D,20210174,120,100
20.142,D,20210175,120,100
20.142,D,20210181,120,100
20.142,D,20210201,120,100
20.142,D,20210203,120,100
20.142,D,20210209,120,100
20.142,D,20210226,120,100
20.142,D,20210241,120,100
20.142,D,20210259,120,100
20.142,D,20210264,120,100
20.142,D,20210268,120,100
20.142,D,20210277,120,100
20.142,D,20210279,120,100
20.142,D,20210285,120,100
20.142,D,20210301,120,100
20.142,D,20210314,120,100
20.142,D,20210318,120,100
20.142,D,20210322,120,100
20.142,D,20210336,120,100
20.142,D,20210339,120,100
20.142,D,20210362,120,100
20.142,D,20210390,120,100
20.142,D,20210399,120,100
20.142,D,20210416,120,100
20.142,D,20210418,120,100
20.142,D,20210424,120,100
20.142,D,20210432,120,100
20.142,D,20210446,120,100
20.142,D,20210459,120,100
20.142,D,20210462,120,100
20.142,D,20210484,120,100
20.142,D,20210486,120,100
20.142,D,20210491,120,100
20.142,D,20210516,120,100
20.142,D,20210550,120,100
20.142,D,20210554,120,100
20.142,D,20210560,120,100
20.142,D,20210568,120,100
20.142,D,20210587,120,100
20.142,D,20210590,120,100
20.142,D,20210594,120,100
20.142,D,20210603,120,100
20.142,D,20210607,120,100
20.142,D,20210610,120,100
20.142,D,20210612,120,100
20.142,D,20210615,120,100
20.142,D,20210620,120,100
20.142,D,20210628,120,100
20.142,D,20210645,120,100
20.142,D,20210650,120,100
20.142,D,20210661,120,100
20.142,D,20210683,120,100
20.142,D,20210691,120,100
20.142,D,20210695,120,100
20.142,D,20210697,120,100
20.142,D,20210698,120,100
20.142,D,20210701,120,100
20.142,D,20210710,120,100
20.142,D,20210714,120,100
20.142,D,20210717,120,100
20.142,D,20210721,120,100
20.142,D,20210726,120,100
20.142,D,20210729,120,100
20.142,D,20210732,120,100
20.142,D,20210734,120,100
20.152,A,20180253,19,10
20.152,A,20190242,19,10
20.152,A,20200341,19,10
20.152,A,20200465,19,10
20.152,A,20210194,19,10
20.152,A,20210377,19,10
20.152,A,20210451,19,10
20.152,A,20210545,19,10
20.152,A,20210668,19,10
20.152,A,20210726,19,10
20.152,B,20180223,13,10
20.152,B,20200020,13,10
20.152,B,20210141,13,10
20.152,B,20210177,13,10
20.152,B,20210178,13,10
20.152,B,20210233,13,10
20.152,B,20210435,13,10
20.152,B,20210506,13,10
20.152,B,20210517,13,10
20.152,B,20210724,13,10
20.251, ,20150306,22,15
20.251, ,20160781,22,15
20.251, ,20170325,22,15
20.251, ,20180277,22,15
20.251, ,20180553,22,15
20.251, ,20180736,22,15
20.251, ,20180769,22,15
20.251, ,20190188,22,15
20.251, ,20190242,22,15
20.251, ,20200133,22,15
20.251, ,20200154,22,15
20.251, ,20200385,22,15
20.251, ,20200416,22,15
20.251, ,20210724,22,15
20.251, ,20210725,22,15
23.102,F,20160074,41,26
23.102,F,20170844,41,26
23.102,F,20180069,41,26
23.102,F,20180183,41,26
23.102,F,20180561,41,26
23.102,F,20190051,41,26
23.102,F,20190251,41,26
23.102,F,20190819,41,26
23.102,F,20200054,41,26
23.102,F,20200085,41,26
23.102,F,20200155,41,26
23.102,F,20200217,41,26
23.102,F,20200315,41,26
23.102,F,20210015,41,26
23.102,F,20210161,41,26
23.102,F,20210164,41,26
23.102,F,20210180,41,26
23.102,F,20210197,41,26
23.102,F,20210409,41,26
23.102,F,20210430,41,26
23.102,F,20210492,41,26
23.102,F,20210606,41,26
23.102,F,20210632,41,26
23.102,F,20210678,41,26
23.102,F,20214906,41,26
23.102,F,20214907,41,26
23.102,H,20160509,41,26
23.102,H,20170220,41,26
23.102,H,20170539,41,26
23.102,H,20180169,41,26
23.102,H,20200037,41,26
23.102,H,20200172,41,26
23.102,H,20200204,41,26
23.102,H,20200295,41,26
23.102,H,20200303,41,26
23.102,H,20200312,41,26
23.102,H,20200500,41,26
23.102,H,20200721,41,26
23.102,H,20210046,41,26
23.102,H,20210200,41,26
23.102,H,20210212,41,26
23.102,H,20210274,41,26
23.102,H,20210335,41,26
23.102,H,20210340,41,26
23.102,H,20210361,41,26
23.102,H,20210435,41,26
23.102,H,20210543,41,26
23.102,H,20210585,41,26
23.102,H,20210708,41,26
23.102,H,20210710,41,26
23.102,H,20214903,41,26
23.102,H,20214925,41,26
23.252,C,20160692,35,24
23.252,C,20180415,35,24
23.252,C,20180581,35,24
23.252,C,20180865,35,24
23.252,C,20190138,35,24
23.252,C,20190824,35,24
23.252,C,20200120,35,24
23.252,C,20200184,35,24
23.252,C,20200292,35,24
23.252,C,20200301,35,24
23.252,C,20200336,35,24
23.252,C,20200363,35,24
23.252,C,20200397,35,24
23.252,C,20200526,35,24
23.252,C,20200579,35,24
23.252,C,20200595,35,24
23.252,C,20200602,35,24
23.252,C,20200613,35,24
23.252,C,20200664,35,24
23.252,C,20200680,35,24
23.252,C,20200686,35,24
23.252,C,20200692,35,24
23.252,C,20210453,35,24
23.252,C,20210649,35,24
23.418, ,20170085,45,30
23.418, ,20170733,45,30
23.418, ,20180502,45,30
23.418, ,20180720,45,30
23.418, ,20180817,45,30
23.418, ,20190038,45,30
23.418, ,20190372,45,30
23.418, ,20190598,45,30
23.418, ,20190730,45,30
23.418, ,20200336,45,30
23.418, ,20205247,45,30
23.418, ,20205488,45,30
23.418, ,20208190,45,30
23.418, ,20208201,45,30
23.418, ,20210644,45,30
23.418, ,20213008,45,30
23.418, ,20213015,45,30
23.418, ,20213181,45,30
23.418, ,20214289,45,30
23.418, ,20215216,45,30
23.418, ,20215429,45,30
23.418, ,20218001,45,30
23.418, ,20218032,45,30
23.418, ,20218060,45,30
